Year	Neighborhood Code	Age	Immigrants
2017	41	75-79	4
2017	42	75-79	0
2017	43	75-79	6
2017	44	75-79	6
2017	45	75-79	7
2017	46	75-79	0
2017	47	75-79	0
2017	48	75-79	9
2017	49	75-79	1
2017	50	75-79	6
2017	51	75-79	3
2017	52	75-79	11
2017	53	75-79	2
2017	54	75-79	0
2017	55	75-79	7
2017	56	75-79	1
2017	57	75-79	3
2017	58	75-79	0
2017	59	75-79	5
2017	60	75-79	17
2017	61	75-79	11
2017	62	75-79	3
2017	63	75-79	10
2017	64	75-79	11
2017	65	75-79	7
2017	66	75-79	5
2017	67	75-79	5
2017	68	75-79	3
2017	69	75-79	2
2017	70	75-79	7
2017	71	75-79	6
2017	72	75-79	11
2017	73	75-79	12
2017	99	75-79	0
2017	1	80-84	9
2017	2	80-84	2
2017	3	80-84	6
2017	4	80-84	3
2017	5	80-84	10
2017	6	80-84	21
2017	7	80-84	16
2017	8	80-84	12
2017	9	80-84	24
2017	10	80-84	8
2017	11	80-84	8
2017	12	80-84	0
2017	13	80-84	17
2017	14	80-84	4
2017	15	80-84	7
2017	16	80-84	6
2017	17	80-84	4
2017	18	80-84	21
2017	19	80-84	23
2017	20	80-84	7
2017	21	80-84	10
2017	22	80-84	0
2017	23	80-84	17
2017	24	80-84	5
2017	25	80-84	16
2017	26	80-84	17
2017	27	80-84	10
2017	28	80-84	6
2017	29	80-84	2
2017	30	80-84	2
2017	31	80-84	19
2017	32	80-84	11
2017	33	80-84	11
2017	34	80-84	5
2017	35	80-84	12
2017	36	80-84	4
2017	37	80-84	11
2017	38	80-84	3
2017	39	80-84	2
2017	40	80-84	6
2017	41	80-84	4
2017	42	80-84	0
2017	43	80-84	6
2017	44	80-84	10
2017	45	80-84	8
2017	46	80-84	4
2017	47	80-84	1
2017	48	80-84	7
2017	49	80-84	4
2017	50	80-84	1
2017	51	80-84	2
2017	52	80-84	12
2017	53	80-84	1
2017	54	80-84	0
2017	55	80-84	1
2017	56	80-84	0
2017	57	80-84	2
2017	58	80-84	3
2017	59	80-84	3
2017	60	80-84	15
2017	61	80-84	7
2017	62	80-84	1
2017	63	80-84	7
2017	64	80-84	13
2017	65	80-84	6
2017	66	80-84	2
2017	67	80-84	2
2017	68	80-84	10
2017	69	80-84	6
2017	70	80-84	6
2017	71	80-84	8
2017	72	80-84	12
2017	73	80-84	3
2017	99	80-84	0
2017	1	85-89	8
2017	2	85-89	1
2017	3	85-89	0
2017	4	85-89	6
2017	5	85-89	5
2017	6	85-89	19
2017	7	85-89	14
2017	8	85-89	12
2017	9	85-89	15
2017	10	85-89	5
2017	11	85-89	6
2017	12	85-89	1
2017	13	85-89	8
2017	14	85-89	3
2017	15	85-89	4
2017	16	85-89	9
2017	17	85-89	1
2017	18	85-89	8
2017	19	85-89	14
2017	20	85-89	9
2017	21	85-89	3
2017	22	85-89	1
2017	23	85-89	10
2017	24	85-89	7
2017	25	85-89	6
2017	26	85-89	21
2017	27	85-89	4
2017	28	85-89	2
2017	29	85-89	4
2017	30	85-89	4
2017	31	85-89	26
2017	32	85-89	11
2017	33	85-89	13
2017	34	85-89	0
2017	35	85-89	5
2017	36	85-89	2
2017	37	85-89	5
2017	38	85-89	2
2017	39	85-89	3
2017	40	85-89	2
2017	41	85-89	1
2017	42	85-89	0
2017	43	85-89	5
2017	44	85-89	8
2017	45	85-89	5
2017	46	85-89	6
2017	47	85-89	0
2017	48	85-89	4
2017	49	85-89	2
2017	50	85-89	0
2017	51	85-89	2
2017	52	85-89	3
2017	53	85-89	3
2017	54	85-89	0
2017	55	85-89	1
2017	56	85-89	1
2017	57	85-89	0
2017	58	85-89	0
2017	59	85-89	0
2017	60	85-89	18
2017	61	85-89	3
2017	62	85-89	1
2017	63	85-89	4
2017	64	85-89	9
2017	65	85-89	11
2017	66	85-89	4
2017	67	85-89	1
2017	68	85-89	6
2017	69	85-89	4
2017	70	85-89	3
2017	71	85-89	1
2017	72	85-89	2
2017	73	85-89	6
2017	99	85-89	0
2017	1	90-94	5
2017	2	90-94	3
2017	3	90-94	0
2017	4	90-94	2
2017	5	90-94	6
2017	6	90-94	7
2017	7	90-94	9
2017	8	90-94	12
2017	9	90-94	5
2017	10	90-94	5
2017	11	90-94	1
2017	12	90-94	0
2017	13	90-94	4
2017	14	90-94	4
2017	15	90-94	2
2017	16	90-94	5
2017	17	90-94	2
2017	18	90-94	5
2017	19	90-94	8
2017	20	90-94	3
2017	21	90-94	4
2017	22	90-94	1
2017	23	90-94	7
2017	24	90-94	2
2017	25	90-94	9
2017	26	90-94	6
2017	27	90-94	4
2017	28	90-94	2
2017	29	90-94	3
2017	30	90-94	1
2017	31	90-94	7
2017	32	90-94	6
2017	33	90-94	9
2017	34	90-94	1
2017	35	90-94	2
2017	36	90-94	0
2017	37	90-94	1
2017	38	90-94	0
2017	39	90-94	0
2017	40	90-94	3
2017	41	90-94	2
2017	42	90-94	0
2017	43	90-94	9
2017	44	90-94	3
2017	45	90-94	3
2017	46	90-94	3
2017	47	90-94	0
2017	48	90-94	0
2017	49	90-94	0
2017	50	90-94	0
2017	51	90-94	1
2017	52	90-94	4
2017	53	90-94	0
2017	54	90-94	0
2017	55	90-94	0
2017	56	90-94	0
2017	57	90-94	2
2017	58	90-94	0
2017	59	90-94	1
2017	60	90-94	8
2017	61	90-94	2
2017	62	90-94	0
2017	63	90-94	3
2017	64	90-94	4
2017	65	90-94	2
2017	66	90-94	0
2017	67	90-94	1
2017	68	90-94	4
2017	69	90-94	3
2017	70	90-94	2
2017	71	90-94	4
2017	72	90-94	1
2017	73	90-94	1
2017	99	90-94	0
2017	1	95-99	0
2017	2	95-99	0
2017	3	95-99	1
2017	4	95-99	0
2017	5	95-99	2
2017	6	95-99	2
2017	7	95-99	1
2017	8	95-99	1
2017	9	95-99	4
2017	10	95-99	0
2017	11	95-99	0
2017	12	95-99	0
2017	13	95-99	1
2017	14	95-99	1
2017	15	95-99	0
2017	16	95-99	1
2017	17	95-99	1
2017	18	95-99	1
2017	19	95-99	3
2017	20	95-99	3
2017	21	95-99	0
2017	22	95-99	0
2017	23	95-99	2
2017	24	95-99	1
2017	25	95-99	1
2017	26	95-99	1
2017	27	95-99	1
2017	28	95-99	1
2017	29	95-99	0
2017	30	95-99	0
2017	31	95-99	1
2017	32	95-99	3
2017	33	95-99	4
2017	34	95-99	0
2017	35	95-99	3
2017	36	95-99	1
2017	37	95-99	1
2017	38	95-99	1
2017	39	95-99	0
2017	40	95-99	0
2017	41	95-99	0
2017	42	95-99	0
2017	43	95-99	0
2017	44	95-99	0
2017	45	95-99	2
2017	46	95-99	0
2017	47	95-99	0
2017	48	95-99	1
2017	49	95-99	0
2017	50	95-99	0
2017	51	95-99	0
2017	52	95-99	1
2017	53	95-99	0
2017	54	95-99	0
2017	55	95-99	0
2017	56	95-99	0
2017	57	95-99	0
2017	58	95-99	0
2017	59	95-99	0
2017	60	95-99	1
2017	61	95-99	1
2017	62	95-99	1
2017	63	95-99	2
2017	64	95-99	0
2017	65	95-99	0
2017	66	95-99	0
2017	67	95-99	0
2017	68	95-99	2
2017	69	95-99	0
2017	70	95-99	1
2017	71	95-99	0
2017	72	95-99	0
2017	73	95-99	0
2017	99	95-99	0
2017	1	>=100	0
2017	2	>=100	0
2017	3	>=100	0
2017	4	>=100	0
2017	5	>=100	0
2017	6	>=100	0
2017	7	>=100	0
2017	8	>=100	0
2017	9	>=100	1
2017	10	>=100	0
2017	11	>=100	0
2017	12	>=100	0
2017	13	>=100	0
2017	14	>=100	2
2017	15	>=100	0
2017	16	>=100	0
2017	17	>=100	0
2017	18	>=100	0
2017	19	>=100	0
2017	20	>=100	0
2017	21	>=100	0
2017	22	>=100	0
2017	23	>=100	0
2017	24	>=100	0
2017	25	>=100	0
2017	26	>=100	0
2017	27	>=100	0
2017	28	>=100	0
2017	29	>=100	0
2017	30	>=100	0
2017	31	>=100	0
2017	32	>=100	1
2017	33	>=100	0
2017	34	>=100	0
2017	35	>=100	0
2017	36	>=100	0
2017	37	>=100	0
2017	38	>=100	0
2017	39	>=100	0
2017	40	>=100	0
2017	41	>=100	0
2017	42	>=100	0
2017	43	>=100	0
2017	44	>=100	0
2017	45	>=100	0
2017	46	>=100	0
2017	47	>=100	0
2017	48	>=100	0
2017	49	>=100	0
2017	50	>=100	0
2017	51	>=100	0
2017	52	>=100	0
2017	53	>=100	0
2017	54	>=100	0
2017	55	>=100	0
2017	56	>=100	0
2017	57	>=100	0
2017	58	>=100	0
2017	59	>=100	0
2017	60	>=100	0
2017	61	>=100	0
2017	62	>=100	0
2017	63	>=100	0
2017	64	>=100	0
2017	65	>=100	0
2017	66	>=100	0
2017	67	>=100	0
2017	68	>=100	0
2017	69	>=100	0
2017	70	>=100	0
2017	71	>=100	0
2017	72	>=100	0
2017	73	>=100	0
2017	99	>=100	0
2016	1	0-4	210
2016	2	0-4	57
2016	3	0-4	40
2016	4	0-4	55
2016	5	0-4	67
2016	6	0-4	102
2016	7	0-4	108
2016	8	0-4	108
2016	9	0-4	106
2016	10	0-4	84
2016	11	0-4	93
2016	12	0-4	1
2016	13	0-4	89
2016	14	0-4	22
2016	15	0-4	35
2016	16	0-4	42
2016	17	0-4	55
2016	18	0-4	96
2016	19	0-4	124
2016	20	0-4	69
2016	21	0-4	45
2016	22	0-4	15
2016	23	0-4	93
2016	24	0-4	42
2016	25	0-4	65
2016	26	0-4	130
2016	27	0-4	63
2016	28	0-4	24
2016	29	0-4	14
2016	30	0-4	21
2016	31	0-4	90
2016	32	0-4	52
2016	33	0-4	43
2016	34	0-4	16
2016	35	0-4	77
2016	36	0-4	11
2016	37	0-4	52
2016	38	0-4	29
2016	39	0-4	23
2016	40	0-4	9
2016	41	0-4	14
2016	42	0-4	1
2016	43	0-4	43
2016	44	0-4	43
2016	45	0-4	70
2016	46	0-4	47
2016	47	0-4	4
2016	48	0-4	28
2016	49	0-4	11
2016	50	0-4	44
2016	51	0-4	25
2016	52	0-4	56
2016	53	0-4	18
2016	54	0-4	7
2016	55	0-4	46
2016	56	0-4	7
2016	57	0-4	34
2016	58	0-4	5
2016	59	0-4	39
2016	60	0-4	109
2016	61	0-4	71
2016	62	0-4	14
2016	63	0-4	48
2016	64	0-4	54
2016	65	0-4	46
2016	66	0-4	32
2016	67	0-4	27
2016	68	0-4	88
2016	69	0-4	59
2016	70	0-4	97
2016	71	0-4	42
2016	72	0-4	25
2016	73	0-4	44
2016	99	0-4	0
2016	1	5-9	139
2016	2	5-9	44
2016	3	5-9	19
2016	4	5-9	40
2016	5	5-9	44
2016	6	5-9	80
2016	7	5-9	63
2016	8	5-9	50
2016	9	5-9	69
2016	10	5-9	40
2016	11	5-9	78
2016	12	5-9	1
2016	13	5-9	50
2016	14	5-9	14
2016	15	5-9	28
2016	16	5-9	35
2016	17	5-9	49
2016	18	5-9	58
2016	19	5-9	62
2016	20	5-9	40
2016	21	5-9	58
2016	22	5-9	4
2016	23	5-9	74
2016	24	5-9	35
2016	25	5-9	49
2016	26	5-9	97
2016	27	5-9	55
2016	28	5-9	27
2016	29	5-9	15
2016	30	5-9	13
2016	31	5-9	52
2016	32	5-9	34
2016	33	5-9	27
2016	34	5-9	9
2016	35	5-9	60
2016	36	5-9	8
2016	37	5-9	35
2016	38	5-9	25
2016	39	5-9	12
2016	40	5-9	12
2016	41	5-9	7
2016	42	5-9	1
2016	43	5-9	40
2016	44	5-9	46
2016	45	5-9	47
2016	46	5-9	28
2016	47	5-9	3
2016	48	5-9	24
2016	49	5-9	7
2016	50	5-9	40
2016	51	5-9	24
2016	52	5-9	43
2016	53	5-9	11
2016	54	5-9	6
2016	55	5-9	26
2016	56	5-9	5
2016	57	5-9	29
2016	58	5-9	3
2016	59	5-9	27
2016	60	5-9	52
2016	61	5-9	38
2016	62	5-9	15
2016	63	5-9	29
2016	64	5-9	57
2016	65	5-9	27
2016	66	5-9	19
2016	67	5-9	14
2016	68	5-9	55
2016	69	5-9	36
2016	70	5-9	89
2016	71	5-9	25
2016	72	5-9	36
2016	73	5-9	37
2016	99	5-9	1
2016	1	10-14	121
2016	2	10-14	36
2016	3	10-14	22
2016	4	10-14	39
2016	5	10-14	31
2016	6	10-14	65
2016	7	10-14	78
2016	8	10-14	44
2016	9	10-14	88
2016	10	10-14	46
2016	11	10-14	78
2016	12	10-14	3
2016	13	10-14	46
2016	14	10-14	10
2016	15	10-14	31
2016	16	10-14	30
2016	17	10-14	52
2016	18	10-14	69
2016	19	10-14	63
2016	20	10-14	40
2016	21	10-14	58
2016	22	10-14	4
2016	23	10-14	64
2016	24	10-14	32
2016	25	10-14	92
2016	26	10-14	138
2016	27	10-14	38
2016	28	10-14	24
2016	29	10-14	16
2016	30	10-14	13
2016	31	10-14	48
2016	32	10-14	37
2016	33	10-14	16
2016	34	10-14	9
2016	35	10-14	48
2016	36	10-14	4
2016	37	10-14	50
2016	38	10-14	21
2016	39	10-14	23
2016	40	10-14	5
2016	41	10-14	6
2016	42	10-14	0
2016	43	10-14	38
2016	44	10-14	49
2016	45	10-14	61
2016	46	10-14	33
2016	47	10-14	5
2016	48	10-14	19
2016	49	10-14	5
2016	50	10-14	56
2016	51	10-14	30
2016	52	10-14	43
2016	53	10-14	11
2016	54	10-14	6
2016	55	10-14	28
2016	56	10-14	3
2016	57	10-14	26
2016	58	10-14	5
2016	59	10-14	22
2016	60	10-14	39
2016	61	10-14	44
2016	62	10-14	20
2016	63	10-14	43
2016	64	10-14	43
2016	65	10-14	24
2016	66	10-14	17
2016	67	10-14	12
2016	68	10-14	42
2016	69	10-14	17
2016	70	10-14	76
2016	71	10-14	25
2016	72	10-14	29
2016	73	10-14	44
2016	99	10-14	2
2016	1	15-19	238
2016	2	15-19	89
2016	3	15-19	50
2016	4	15-19	153
2016	5	15-19	71
2016	6	15-19	133
2016	7	15-19	102
2016	8	15-19	94
2016	9	15-19	118
2016	10	15-19	88
2016	11	15-19	166
2016	12	15-19	3
2016	13	15-19	86
2016	14	15-19	19
2016	15	15-19	41
2016	16	15-19	34
2016	17	15-19	63
2016	18	15-19	115
2016	19	15-19	95
2016	20	15-19	46
2016	21	15-19	50
2016	22	15-19	7
2016	23	15-19	90
2016	24	15-19	38
2016	25	15-19	89
2016	26	15-19	141
2016	27	15-19	42
2016	28	15-19	40
2016	29	15-19	20
2016	30	15-19	60
2016	31	15-19	89
2016	32	15-19	41
2016	33	15-19	35
2016	34	15-19	21
2016	35	15-19	70
2016	36	15-19	7
2016	37	15-19	62
2016	38	15-19	28
2016	39	15-19	41
2016	40	15-19	13
2016	41	15-19	8
2016	42	15-19	0
2016	43	15-19	63
2016	44	15-19	52
2016	45	15-19	79
2016	46	15-19	59
2016	47	15-19	9
2016	48	15-19	31
2016	49	15-19	1
2016	50	15-19	48
2016	51	15-19	32
2016	52	15-19	67
2016	53	15-19	21
2016	54	15-19	7
2016	55	15-19	67
2016	56	15-19	2
2016	57	15-19	33
2016	58	15-19	3
2016	59	15-19	25
2016	60	15-19	79
2016	61	15-19	61
2016	62	15-19	28
2016	63	15-19	44
2016	64	15-19	59
2016	65	15-19	44
2016	66	15-19	51
2016	67	15-19	19
2016	68	15-19	49
2016	69	15-19	22
2016	70	15-19	90
2016	71	15-19	42
2016	72	15-19	106
2016	73	15-19	56
2016	99	15-19	0
2016	1	20-24	767
2016	2	20-24	414
2016	3	20-24	241
2016	4	20-24	370
2016	5	20-24	300
2016	6	20-24	461
2016	7	20-24	449
2016	8	20-24	450
2016	9	20-24	500
2016	10	20-24	311
2016	11	20-24	341
2016	12	20-24	6
2016	13	20-24	144
2016	14	20-24	97
2016	15	20-24	132
2016	16	20-24	109
2016	17	20-24	199
2016	18	20-24	294
2016	19	20-24	201
2016	20	20-24	139
2016	21	20-24	51
2016	22	20-24	14
2016	23	20-24	93
2016	24	20-24	80
2016	25	20-24	113
2016	26	20-24	208
2016	27	20-24	149
2016	28	20-24	69
2016	29	20-24	45
2016	30	20-24	69
2016	31	20-24	405
2016	32	20-24	195
2016	33	20-24	121
2016	34	20-24	44
2016	35	20-24	194
2016	36	20-24	14
2016	37	20-24	147
2016	38	20-24	70
2016	39	20-24	34
2016	40	20-24	21
2016	41	20-24	21
2016	42	20-24	3
2016	43	20-24	83
2016	44	20-24	106
2016	45	20-24	138
2016	46	20-24	77
2016	47	20-24	3
2016	48	20-24	48
2016	49	20-24	12
2016	50	20-24	107
2016	51	20-24	69
2016	52	20-24	150
2016	53	20-24	40
2016	54	20-24	16
2016	55	20-24	75
2016	56	20-24	5
2016	57	20-24	60
2016	58	20-24	12
2016	59	20-24	51
2016	60	20-24	186
2016	61	20-24	146
2016	62	20-24	69
2016	63	20-24	98
2016	64	20-24	269
2016	65	20-24	147
2016	66	20-24	163
2016	67	20-24	35
2016	68	20-24	151
2016	69	20-24	36
2016	70	20-24	164
2016	71	20-24	70
2016	72	20-24	134
2016	73	20-24	101
2016	99	20-24	0
2016	1	25-29	1190
2016	2	25-29	642
2016	3	25-29	460
2016	4	25-29	649
2016	5	25-29	506
2016	6	25-29	766
2016	7	25-29	664
2016	8	25-29	773
2016	9	25-29	910
2016	10	25-29	538
2016	11	25-29	572
2016	12	25-29	7
2016	13	25-29	204
2016	14	25-29	125
2016	15	25-29	231
2016	16	25-29	157
2016	17	25-29	270
2016	18	25-29	488
2016	19	25-29	404
2016	20	25-29	244
2016	21	25-29	85
2016	22	25-29	13
2016	23	25-29	110
2016	24	25-29	63
2016	25	25-29	164
2016	26	25-29	362
2016	27	25-29	240
2016	28	25-29	118
2016	29	25-29	57
2016	30	25-29	127
2016	31	25-29	836
2016	32	25-29	380
2016	33	25-29	255
2016	34	25-29	73
2016	35	25-29	322
2016	36	25-29	36
2016	37	25-29	218
2016	38	25-29	104
2016	39	25-29	44
2016	40	25-29	49
2016	41	25-29	25
2016	42	25-29	4
2016	43	25-29	223
2016	44	25-29	160
2016	45	25-29	154
2016	46	25-29	129
2016	47	25-29	7
2016	48	25-29	68
2016	49	25-29	14
2016	50	25-29	137
2016	51	25-29	81
2016	52	25-29	192
2016	53	25-29	59
2016	54	25-29	13
2016	55	25-29	72
2016	56	25-29	6
2016	57	25-29	82
2016	58	25-29	14
2016	59	25-29	66
2016	60	25-29	278
2016	61	25-29	202
2016	62	25-29	95
2016	63	25-29	156
2016	64	25-29	409
2016	65	25-29	229
2016	66	25-29	179
2016	67	25-29	60
2016	68	25-29	314
2016	69	25-29	83
2016	70	25-29	248
2016	71	25-29	132
2016	72	25-29	165
2016	73	25-29	160
2016	99	25-29	0
2016	1	30-34	864
2016	2	30-34	345
2016	3	30-34	306
2016	4	30-34	443
2016	5	30-34	325
2016	6	30-34	521
2016	7	30-34	438
2016	8	30-34	533
2016	9	30-34	590
2016	10	30-34	389
2016	11	30-34	490
2016	12	30-34	8
2016	13	30-34	164
2016	14	30-34	95
2016	15	30-34	186
2016	16	30-34	119
2016	17	30-34	194
2016	18	30-34	390
2016	19	30-34	340
2016	20	30-34	182
2016	21	30-34	80
2016	22	30-34	23
2016	23	30-34	142
2016	24	30-34	74
2016	25	30-34	118
2016	26	30-34	282
2016	27	30-34	219
2016	28	30-34	112
2016	29	30-34	33
2016	30	30-34	99
2016	31	30-34	630
2016	32	30-34	270
2016	33	30-34	166
2016	34	30-34	46
2016	35	30-34	253
2016	36	30-34	26
2016	37	30-34	174
2016	38	30-34	82
2016	39	30-34	43
2016	40	30-34	39
2016	41	30-34	31
2016	42	30-34	1
2016	43	30-34	133
2016	44	30-34	123
2016	45	30-34	143
2016	46	30-34	85
2016	47	30-34	5
2016	48	30-34	46
2016	49	30-34	16
2016	50	30-34	117
2016	51	30-34	91
2016	52	30-34	144
2016	53	30-34	51
2016	54	30-34	18
2016	55	30-34	88
2016	56	30-34	12
2016	57	30-34	62
2016	58	30-34	11
2016	59	30-34	60
2016	60	30-34	265
2016	61	30-34	166
2016	62	30-34	82
2016	63	30-34	144
2016	64	30-34	329
2016	65	30-34	209
2016	66	30-34	133
2016	67	30-34	53
2016	68	30-34	311
2016	69	30-34	100
2016	70	30-34	227
2016	71	30-34	131
2016	72	30-34	143
2016	73	30-34	141
2016	99	30-34	0
2016	1	35-39	496
2016	2	35-39	215
2016	3	35-39	151
2016	4	35-39	264
2016	5	35-39	221
2016	6	35-39	340
2016	7	35-39	305
2016	8	35-39	297
2016	9	35-39	349
2016	10	35-39	205
2016	11	35-39	323
2016	12	35-39	2
2016	13	35-39	131
2016	14	35-39	82
2016	15	35-39	116
2016	16	35-39	110
2016	17	35-39	158
2016	18	35-39	266
2016	19	35-39	242
2016	20	35-39	124
2016	21	35-39	81
2016	22	35-39	19
2016	23	35-39	123
2016	24	35-39	51
2016	25	35-39	107
2016	26	35-39	226
2016	27	35-39	132
2016	28	35-39	72
2016	29	35-39	36
2016	30	35-39	63
2016	31	35-39	327
2016	32	35-39	161
2016	33	35-39	117
2016	34	35-39	52
2016	35	35-39	176
2016	36	35-39	21
2016	37	35-39	106
2016	38	35-39	55
2016	39	35-39	41
2016	40	35-39	28
2016	41	35-39	29
2016	42	35-39	5
2016	43	35-39	97
2016	44	35-39	102
2016	45	35-39	135
2016	46	35-39	72
2016	47	35-39	5
2016	48	35-39	56
2016	49	35-39	25
2016	50	35-39	92
2016	51	35-39	71
2016	52	35-39	119
2016	53	35-39	37
2016	54	35-39	17
2016	55	35-39	64
2016	56	35-39	8
2016	57	35-39	61
2016	58	35-39	4
2016	59	35-39	53
2016	60	35-39	193
2016	61	35-39	142
2016	62	35-39	71
2016	63	35-39	94
2016	64	35-39	207
2016	65	35-39	132
2016	66	35-39	95
2016	67	35-39	60
2016	68	35-39	224
2016	69	35-39	91
2016	70	35-39	180
2016	71	35-39	107
2016	72	35-39	98
2016	73	35-39	99
2016	99	35-39	1
2016	1	40-44	322
2016	2	40-44	118
2016	3	40-44	90
2016	4	40-44	144
2016	5	40-44	111
2016	6	40-44	195
2016	7	40-44	192
2016	8	40-44	166
2016	9	40-44	231
2016	10	40-44	139
2016	11	40-44	176
2016	12	40-44	2
2016	13	40-44	113
2016	14	40-44	38
2016	15	40-44	73
2016	16	40-44	80
2016	17	40-44	102
2016	18	40-44	161
2016	19	40-44	149
2016	20	40-44	75
2016	21	40-44	70
2016	22	40-44	16
2016	23	40-44	106
2016	24	40-44	68
2016	25	40-44	91
2016	26	40-44	184
2016	27	40-44	91
2016	28	40-44	53
2016	29	40-44	31
2016	30	40-44	26
2016	31	40-44	169
2016	32	40-44	95
2016	33	40-44	66
2016	34	40-44	31
2016	35	40-44	122
2016	36	40-44	21
2016	37	40-44	99
2016	38	40-44	38
2016	39	40-44	17
2016	40	40-44	9
2016	41	40-44	13
2016	42	40-44	5
2016	43	40-44	70
2016	44	40-44	77
2016	45	40-44	108
2016	46	40-44	37
2016	47	40-44	5
2016	48	40-44	51
2016	49	40-44	10
2016	50	40-44	63
2016	51	40-44	38
2016	52	40-44	74
2016	53	40-44	31
2016	54	40-44	10
2016	55	40-44	57
2016	56	40-44	2
2016	57	40-44	54
2016	58	40-44	8
2016	59	40-44	43
2016	60	40-44	134
2016	61	40-44	86
2016	62	40-44	38
2016	63	40-44	70
2016	64	40-44	146
2016	65	40-44	72
2016	66	40-44	59
2016	67	40-44	37
2016	68	40-44	146
2016	69	40-44	72
2016	70	40-44	126
2016	71	40-44	66
2016	72	40-44	57
2016	73	40-44	89
2016	99	40-44	0
2016	1	45-49	213
2016	2	45-49	68
2016	3	45-49	47
2016	4	45-49	71
2016	5	45-49	81
2016	6	45-49	131
2016	7	45-49	133
2016	8	45-49	109
2016	9	45-49	128
2016	10	45-49	78
2016	11	45-49	122
2016	12	45-49	1
2016	13	45-49	78
2016	14	45-49	33
2016	15	45-49	56
2016	16	45-49	37
2016	17	45-49	58
2016	18	45-49	107
2016	19	45-49	101
2016	20	45-49	63
2016	21	45-49	45
2016	22	45-49	6
2016	23	45-49	72
2016	24	45-49	37
2016	25	45-49	49
2016	26	45-49	148
2016	27	45-49	62
2016	28	45-49	37
2016	29	45-49	19
2016	30	45-49	20
2016	31	45-49	103
2016	32	45-49	65
2016	33	45-49	47
2016	34	45-49	22
2016	35	45-49	96
2016	36	45-49	11
2016	37	45-49	54
2016	38	45-49	21
2016	39	45-49	19
2016	40	45-49	6
2016	41	45-49	14
2016	42	45-49	0
2016	43	45-49	49
2016	44	45-49	43
2016	45	45-49	71
2016	46	45-49	40
2016	47	45-49	2
2016	48	45-49	31
2016	49	45-49	4
2016	50	45-49	47
2016	51	45-49	28
2016	52	45-49	62
2016	53	45-49	15
2016	54	45-49	10
2016	55	45-49	31
2016	56	45-49	3
2016	57	45-49	39
2016	58	45-49	10
2016	59	45-49	33
2016	60	45-49	96
2016	61	45-49	61
2016	62	45-49	33
2016	63	45-49	49
2016	64	45-49	92
2016	65	45-49	58
2016	66	45-49	39
2016	67	45-49	17
2016	68	45-49	80
2016	69	45-49	45
2016	70	45-49	94
2016	71	45-49	43
2016	72	45-49	51
2016	73	45-49	79
2016	99	45-49	3
2016	1	50-54	132
2016	2	50-54	55
2016	3	50-54	33
2016	4	50-54	51
2016	5	50-54	67
2016	6	50-54	101
2016	7	50-54	118
2016	8	50-54	78
2016	9	50-54	105
2016	10	50-54	74
2016	11	50-54	94
2016	12	50-54	1
2016	13	50-54	59
2016	14	50-54	12
2016	15	50-54	26
2016	16	50-54	29
2016	17	50-54	39
2016	18	50-54	87
2016	19	50-54	59
2016	20	50-54	45
2016	21	50-54	36
2016	22	50-54	7
2016	23	50-54	50
2016	24	50-54	32
2016	25	50-54	46
