Year	Neighborhood Code	Age	Immigrants
2016	26	50-54	122
2016	27	50-54	47
2016	28	50-54	27
2016	29	50-54	9
2016	30	50-54	18
2016	31	50-54	85
2016	32	50-54	39
2016	33	50-54	29
2016	34	50-54	14
2016	35	50-54	57
2016	36	50-54	6
2016	37	50-54	54
2016	38	50-54	19
2016	39	50-54	12
2016	40	50-54	7
2016	41	50-54	9
2016	42	50-54	1
2016	43	50-54	45
2016	44	50-54	40
2016	45	50-54	46
2016	46	50-54	32
2016	47	50-54	6
2016	48	50-54	17
2016	49	50-54	7
2016	50	50-54	25
2016	51	50-54	27
2016	52	50-54	48
2016	53	50-54	14
2016	54	50-54	10
2016	55	50-54	30
2016	56	50-54	0
2016	57	50-54	28
2016	58	50-54	4
2016	59	50-54	18
2016	60	50-54	72
2016	61	50-54	46
2016	62	50-54	25
2016	63	50-54	40
2016	64	50-54	64
2016	65	50-54	46
2016	66	50-54	15
2016	67	50-54	15
2016	68	50-54	49
2016	69	50-54	31
2016	70	50-54	69
2016	71	50-54	40
2016	72	50-54	50
2016	73	50-54	48
2016	99	50-54	0
2016	1	55-59	96
2016	2	55-59	41
2016	3	55-59	29
2016	4	55-59	36
2016	5	55-59	55
2016	6	55-59	68
2016	7	55-59	73
2016	8	55-59	60
2016	9	55-59	87
2016	10	55-59	51
2016	11	55-59	75
2016	12	55-59	0
2016	13	55-59	37
2016	14	55-59	11
2016	15	55-59	20
2016	16	55-59	35
2016	17	55-59	29
2016	18	55-59	56
2016	19	55-59	47
2016	20	55-59	37
2016	21	55-59	32
2016	22	55-59	9
2016	23	55-59	37
2016	24	55-59	18
2016	25	55-59	23
2016	26	55-59	60
2016	27	55-59	28
2016	28	55-59	27
2016	29	55-59	10
2016	30	55-59	18
2016	31	55-59	69
2016	32	55-59	19
2016	33	55-59	36
2016	34	55-59	8
2016	35	55-59	46
2016	36	55-59	8
2016	37	55-59	26
2016	38	55-59	14
2016	39	55-59	11
2016	40	55-59	5
2016	41	55-59	4
2016	42	55-59	0
2016	43	55-59	24
2016	44	55-59	34
2016	45	55-59	39
2016	46	55-59	26
2016	47	55-59	5
2016	48	55-59	10
2016	49	55-59	4
2016	50	55-59	26
2016	51	55-59	23
2016	52	55-59	28
2016	53	55-59	14
2016	54	55-59	3
2016	55	55-59	16
2016	56	55-59	3
2016	57	55-59	13
2016	58	55-59	3
2016	59	55-59	19
2016	60	55-59	66
2016	61	55-59	28
2016	62	55-59	18
2016	63	55-59	32
2016	64	55-59	50
2016	65	55-59	29
2016	66	55-59	17
2016	67	55-59	15
2016	68	55-59	28
2016	69	55-59	25
2016	70	55-59	36
2016	71	55-59	31
2016	72	55-59	37
2016	73	55-59	34
2016	99	55-59	0
2016	1	60-64	84
2016	2	60-64	32
2016	3	60-64	29
2016	4	60-64	26
2016	5	60-64	32
2016	6	60-64	57
2016	7	60-64	61
2016	8	60-64	45
2016	9	60-64	56
2016	10	60-64	37
2016	11	60-64	35
2016	12	60-64	0
2016	13	60-64	27
2016	14	60-64	15
2016	15	60-64	13
2016	16	60-64	29
2016	17	60-64	24
2016	18	60-64	39
2016	19	60-64	47
2016	20	60-64	28
2016	21	60-64	13
2016	22	60-64	10
2016	23	60-64	17
2016	24	60-64	12
2016	25	60-64	20
2016	26	60-64	49
2016	27	60-64	33
2016	28	60-64	13
2016	29	60-64	8
2016	30	60-64	10
2016	31	60-64	48
2016	32	60-64	37
2016	33	60-64	24
2016	34	60-64	6
2016	35	60-64	27
2016	36	60-64	9
2016	37	60-64	23
2016	38	60-64	5
2016	39	60-64	6
2016	40	60-64	8
2016	41	60-64	10
2016	42	60-64	1
2016	43	60-64	18
2016	44	60-64	18
2016	45	60-64	27
2016	46	60-64	19
2016	47	60-64	2
2016	48	60-64	8
2016	49	60-64	5
2016	50	60-64	16
2016	51	60-64	8
2016	52	60-64	14
2016	53	60-64	8
2016	54	60-64	1
2016	55	60-64	9
2016	56	60-64	2
2016	57	60-64	10
2016	58	60-64	1
2016	59	60-64	9
2016	60	60-64	40
2016	61	60-64	29
2016	62	60-64	12
2016	63	60-64	18
2016	64	60-64	41
2016	65	60-64	30
2016	66	60-64	12
2016	67	60-64	8
2016	68	60-64	22
2016	69	60-64	9
2016	70	60-64	31
2016	71	60-64	19
2016	72	60-64	36
2016	73	60-64	24
2016	99	60-64	2
2016	1	65-69	55
2016	2	65-69	21
2016	3	65-69	10
2016	4	65-69	11
2016	5	65-69	20
2016	6	65-69	42
2016	7	65-69	54
2016	8	65-69	40
2016	9	65-69	55
2016	10	65-69	25
2016	11	65-69	40
2016	12	65-69	0
2016	13	65-69	19
2016	14	65-69	7
2016	15	65-69	14
2016	16	65-69	20
2016	17	65-69	20
2016	18	65-69	36
2016	19	65-69	34
2016	20	65-69	27
2016	21	65-69	13
2016	22	65-69	2
2016	23	65-69	18
2016	24	65-69	11
2016	25	65-69	25
2016	26	65-69	38
2016	27	65-69	25
2016	28	65-69	11
2016	29	65-69	9
2016	30	65-69	14
2016	31	65-69	32
2016	32	65-69	26
2016	33	65-69	19
2016	34	65-69	5
2016	35	65-69	22
2016	36	65-69	5
2016	37	65-69	23
2016	38	65-69	3
2016	39	65-69	4
2016	40	65-69	3
2016	41	65-69	6
2016	42	65-69	0
2016	43	65-69	10
2016	44	65-69	22
2016	45	65-69	15
2016	46	65-69	15
2016	47	65-69	2
2016	48	65-69	4
2016	49	65-69	2
2016	50	65-69	17
2016	51	65-69	10
2016	52	65-69	18
2016	53	65-69	9
2016	54	65-69	1
2016	55	65-69	4
2016	56	65-69	0
2016	57	65-69	5
2016	58	65-69	1
2016	59	65-69	7
2016	60	65-69	48
2016	61	65-69	20
2016	62	65-69	9
2016	63	65-69	21
2016	64	65-69	27
2016	65	65-69	19
2016	66	65-69	9
2016	67	65-69	6
2016	68	65-69	25
2016	69	65-69	19
2016	70	65-69	22
2016	71	65-69	10
2016	72	65-69	17
2016	73	65-69	13
2016	99	65-69	0
2016	1	70-74	28
2016	2	70-74	10
2016	3	70-74	13
2016	4	70-74	12
2016	5	70-74	24
2016	6	70-74	35
2016	7	70-74	34
2016	8	70-74	22
2016	9	70-74	31
2016	10	70-74	11
2016	11	70-74	14
2016	12	70-74	0
2016	13	70-74	15
2016	14	70-74	6
2016	15	70-74	12
2016	16	70-74	13
2016	17	70-74	17
2016	18	70-74	19
2016	19	70-74	20
2016	20	70-74	17
2016	21	70-74	4
2016	22	70-74	1
2016	23	70-74	9
2016	24	70-74	9
2016	25	70-74	16
2016	26	70-74	23
2016	27	70-74	14
2016	28	70-74	10
2016	29	70-74	5
2016	30	70-74	9
2016	31	70-74	23
2016	32	70-74	21
2016	33	70-74	16
2016	34	70-74	7
2016	35	70-74	13
2016	36	70-74	2
2016	37	70-74	10
2016	38	70-74	8
2016	39	70-74	6
2016	40	70-74	7
2016	41	70-74	5
2016	42	70-74	1
2016	43	70-74	5
2016	44	70-74	11
2016	45	70-74	11
2016	46	70-74	9
2016	47	70-74	1
2016	48	70-74	8
2016	49	70-74	2
2016	50	70-74	6
2016	51	70-74	7
2016	52	70-74	14
2016	53	70-74	2
2016	54	70-74	0
2016	55	70-74	5
2016	56	70-74	1
2016	57	70-74	2
2016	58	70-74	0
2016	59	70-74	5
2016	60	70-74	19
2016	61	70-74	12
2016	62	70-74	10
2016	63	70-74	11
2016	64	70-74	16
2016	65	70-74	17
2016	66	70-74	3
2016	67	70-74	3
2016	68	70-74	11
2016	69	70-74	9
2016	70	70-74	11
2016	71	70-74	5
2016	72	70-74	14
2016	73	70-74	12
2016	99	70-74	0
2016	1	75-79	10
2016	2	75-79	5
2016	3	75-79	2
2016	4	75-79	7
2016	5	75-79	18
2016	6	75-79	14
2016	7	75-79	15
2016	8	75-79	9
2016	9	75-79	22
2016	10	75-79	12
2016	11	75-79	11
2016	12	75-79	0
2016	13	75-79	11
2016	14	75-79	5
2016	15	75-79	3
2016	16	75-79	1
2016	17	75-79	15
2016	18	75-79	17
2016	19	75-79	14
2016	20	75-79	12
2016	21	75-79	5
2016	22	75-79	0
2016	23	75-79	9
2016	24	75-79	2
2016	25	75-79	14
2016	26	75-79	26
2016	27	75-79	13
2016	28	75-79	3
2016	29	75-79	3
2016	30	75-79	11
2016	31	75-79	17
2016	32	75-79	10
2016	33	75-79	9
2016	34	75-79	7
2016	35	75-79	19
2016	36	75-79	3
2016	37	75-79	4
2016	38	75-79	6
2016	39	75-79	2
2016	40	75-79	1
2016	41	75-79	4
2016	42	75-79	0
2016	43	75-79	12
2016	44	75-79	12
2016	45	75-79	12
2016	46	75-79	6
2016	47	75-79	3
2016	48	75-79	5
2016	49	75-79	1
2016	50	75-79	5
2016	51	75-79	6
2016	52	75-79	8
2016	53	75-79	2
2016	54	75-79	0
2016	55	75-79	4
2016	56	75-79	1
2016	57	75-79	3
2016	58	75-79	0
2016	59	75-79	1
2016	60	75-79	35
2016	61	75-79	9
2016	62	75-79	6
2016	63	75-79	9
2016	64	75-79	13
2016	65	75-79	10
2016	66	75-79	5
2016	67	75-79	2
2016	68	75-79	11
2016	69	75-79	9
2016	70	75-79	7
2016	71	75-79	6
2016	72	75-79	13
2016	73	75-79	12
2016	99	75-79	0
2016	1	80-84	7
2016	2	80-84	3
2016	3	80-84	3
2016	4	80-84	3
2016	5	80-84	10
2016	6	80-84	9
2016	7	80-84	27
2016	8	80-84	19
2016	9	80-84	16
2016	10	80-84	9
2016	11	80-84	13
2016	12	80-84	0
2016	13	80-84	12
2016	14	80-84	5
2016	15	80-84	2
2016	16	80-84	4
2016	17	80-84	3
2016	18	80-84	10
2016	19	80-84	23
2016	20	80-84	9
2016	21	80-84	6
2016	22	80-84	0
2016	23	80-84	6
2016	24	80-84	4
2016	25	80-84	17
2016	26	80-84	18
2016	27	80-84	8
2016	28	80-84	5
2016	29	80-84	2
2016	30	80-84	10
2016	31	80-84	21
2016	32	80-84	11
2016	33	80-84	14
2016	34	80-84	2
2016	35	80-84	13
2016	36	80-84	3
2016	37	80-84	5
2016	38	80-84	3
2016	39	80-84	6
2016	40	80-84	3
2016	41	80-84	2
2016	42	80-84	0
2016	43	80-84	7
2016	44	80-84	5
2016	45	80-84	3
2016	46	80-84	2
2016	47	80-84	1
2016	48	80-84	3
2016	49	80-84	2
2016	50	80-84	4
2016	51	80-84	2
2016	52	80-84	8
2016	53	80-84	2
2016	54	80-84	0
2016	55	80-84	2
2016	56	80-84	2
2016	57	80-84	3
2016	58	80-84	0
2016	59	80-84	6
2016	60	80-84	21
2016	61	80-84	6
2016	62	80-84	5
2016	63	80-84	4
2016	64	80-84	8
2016	65	80-84	4
2016	66	80-84	4
2016	67	80-84	4
2016	68	80-84	3
2016	69	80-84	2
2016	70	80-84	4
2016	71	80-84	4
2016	72	80-84	15
2016	73	80-84	7
2016	99	80-84	0
2016	1	85-89	1
2016	2	85-89	2
2016	3	85-89	2
2016	4	85-89	1
2016	5	85-89	5
2016	6	85-89	23
2016	7	85-89	18
2016	8	85-89	8
2016	9	85-89	18
2016	10	85-89	6
2016	11	85-89	8
2016	12	85-89	0
2016	13	85-89	9
2016	14	85-89	3
2016	15	85-89	2
2016	16	85-89	1
2016	17	85-89	13
2016	18	85-89	10
2016	19	85-89	13
2016	20	85-89	11
2016	21	85-89	2
2016	22	85-89	0
2016	23	85-89	11
2016	24	85-89	1
2016	25	85-89	15
2016	26	85-89	8
2016	27	85-89	9
2016	28	85-89	3
2016	29	85-89	0
2016	30	85-89	5
2016	31	85-89	7
2016	32	85-89	5
2016	33	85-89	13
2016	34	85-89	1
2016	35	85-89	6
2016	36	85-89	6
2016	37	85-89	7
2016	38	85-89	2
2016	39	85-89	2
2016	40	85-89	4
2016	41	85-89	0
2016	42	85-89	0
2016	43	85-89	6
2016	44	85-89	6
2016	45	85-89	4
2016	46	85-89	1
2016	47	85-89	0
2016	48	85-89	4
2016	49	85-89	1
2016	50	85-89	1
2016	51	85-89	2
2016	52	85-89	9
2016	53	85-89	0
2016	54	85-89	0
2016	55	85-89	1
2016	56	85-89	1
2016	57	85-89	0
2016	58	85-89	0
2016	59	85-89	0
2016	60	85-89	7
2016	61	85-89	10
2016	62	85-89	0
2016	63	85-89	2
2016	64	85-89	5
2016	65	85-89	9
2016	66	85-89	4
2016	67	85-89	3
2016	68	85-89	6
2016	69	85-89	4
2016	70	85-89	2
2016	71	85-89	5
2016	72	85-89	9
2016	73	85-89	4
2016	99	85-89	0
2016	1	90-94	1
2016	2	90-94	1
2016	3	90-94	0
2016	4	90-94	2
2016	5	90-94	5
2016	6	90-94	10
2016	7	90-94	10
2016	8	90-94	5
2016	9	90-94	5
2016	10	90-94	1
2016	11	90-94	0
2016	12	90-94	0
2016	13	90-94	6
2016	14	90-94	1
2016	15	90-94	1
2016	16	90-94	1
2016	17	90-94	6
2016	18	90-94	4
2016	19	90-94	7
2016	20	90-94	2
2016	21	90-94	0
2016	22	90-94	0
2016	23	90-94	6
2016	24	90-94	3
2016	25	90-94	8
2016	26	90-94	8
2016	27	90-94	2
2016	28	90-94	2
2016	29	90-94	0
2016	30	90-94	3
2016	31	90-94	4
2016	32	90-94	5
2016	33	90-94	4
2016	34	90-94	1
2016	35	90-94	4
2016	36	90-94	1
2016	37	90-94	3
2016	38	90-94	3
2016	39	90-94	0
2016	40	90-94	2
2016	41	90-94	3
2016	42	90-94	0
2016	43	90-94	3
2016	44	90-94	7
2016	45	90-94	3
2016	46	90-94	0
2016	47	90-94	0
2016	48	90-94	3
2016	49	90-94	0
2016	50	90-94	0
2016	51	90-94	1
2016	52	90-94	1
2016	53	90-94	0
2016	54	90-94	0
2016	55	90-94	0
2016	56	90-94	0
2016	57	90-94	1
2016	58	90-94	0
2016	59	90-94	0
2016	60	90-94	7
2016	61	90-94	2
2016	62	90-94	0
2016	63	90-94	1
2016	64	90-94	3
2016	65	90-94	5
2016	66	90-94	0
2016	67	90-94	1
2016	68	90-94	4
2016	69	90-94	0
2016	70	90-94	0
2016	71	90-94	1
2016	72	90-94	2
2016	73	90-94	2
2016	99	90-94	0
2016	1	95-99	2
2016	2	95-99	0
2016	3	95-99	1
2016	4	95-99	0
2016	5	95-99	1
2016	6	95-99	1
2016	7	95-99	1
2016	8	95-99	1
2016	9	95-99	2
2016	10	95-99	1
2016	11	95-99	0
2016	12	95-99	0
2016	13	95-99	1
2016	14	95-99	0
2016	15	95-99	1
2016	16	95-99	1
2016	17	95-99	0
2016	18	95-99	0
2016	19	95-99	1
2016	20	95-99	0
2016	21	95-99	1
2016	22	95-99	0
2016	23	95-99	1
2016	24	95-99	0
2016	25	95-99	2
2016	26	95-99	1
2016	27	95-99	1
2016	28	95-99	2
2016	29	95-99	0
2016	30	95-99	0
2016	31	95-99	0
2016	32	95-99	1
2016	33	95-99	3
2016	34	95-99	0
2016	35	95-99	1
2016	36	95-99	0
2016	37	95-99	1
2016	38	95-99	0
2016	39	95-99	1
2016	40	95-99	0
2016	41	95-99	0
2016	42	95-99	0
2016	43	95-99	0
2016	44	95-99	0
2016	45	95-99	0
2016	46	95-99	0
2016	47	95-99	0
2016	48	95-99	0
2016	49	95-99	0
2016	50	95-99	1
2016	51	95-99	1
2016	52	95-99	1
2016	53	95-99	0
2016	54	95-99	0
2016	55	95-99	1
2016	56	95-99	2
2016	57	95-99	0
2016	58	95-99	0
2016	59	95-99	0
2016	60	95-99	3
2016	61	95-99	0
2016	62	95-99	0
2016	63	95-99	0
2016	64	95-99	2
2016	65	95-99	1
2016	66	95-99	0
2016	67	95-99	0
2016	68	95-99	1
2016	69	95-99	0
2016	70	95-99	2
2016	71	95-99	1
2016	72	95-99	0
2016	73	95-99	1
2016	99	95-99	0
2016	1	>=100	0
2016	2	>=100	0
2016	3	>=100	0
2016	4	>=100	0
2016	5	>=100	0
2016	6	>=100	1
2016	7	>=100	0
2016	8	>=100	0
2016	9	>=100	0
2016	10	>=100	1
2016	11	>=100	0
2016	12	>=100	0
2016	13	>=100	0
2016	14	>=100	0
2016	15	>=100	0
2016	16	>=100	0
2016	17	>=100	0
2016	18	>=100	0
2016	19	>=100	1
2016	20	>=100	0
2016	21	>=100	0
2016	22	>=100	0
2016	23	>=100	0
2016	24	>=100	0
2016	25	>=100	0
2016	26	>=100	0
2016	27	>=100	0
2016	28	>=100	0
2016	29	>=100	0
2016	30	>=100	0
2016	31	>=100	0
2016	32	>=100	1
2016	33	>=100	0
2016	34	>=100	0
2016	35	>=100	0
2016	36	>=100	0
2016	37	>=100	0
2016	38	>=100	0
2016	39	>=100	0
2016	40	>=100	0
2016	41	>=100	0
2016	42	>=100	0
2016	43	>=100	0
2016	44	>=100	0
2016	45	>=100	0
2016	46	>=100	0
2016	47	>=100	0
2016	48	>=100	0
2016	49	>=100	0
2016	50	>=100	0
2016	51	>=100	0
2016	52	>=100	0
2016	53	>=100	0
2016	54	>=100	0
2016	55	>=100	0
2016	56	>=100	0
2016	57	>=100	0
2016	58	>=100	0
2016	59	>=100	0
2016	60	>=100	1
2016	61	>=100	0
2016	62	>=100	0
2016	63	>=100	0
2016	64	>=100	0
2016	65	>=100	1
2016	66	>=100	0
2016	67	>=100	0
2016	68	>=100	0
2016	69	>=100	0
2016	70	>=100	0
2016	71	>=100	0
2016	72	>=100	0
2016	73	>=100	0
2016	99	>=100	0
2015	1	0-4	165
2015	2	0-4	49
2015	3	0-4	36
2015	4	0-4	64
2015	5	0-4	78
2015	6	0-4	101
2015	7	0-4	94
2015	8	0-4	73
2015	9	0-4	111
2015	10	0-4	68
2015	11	0-4	81
2015	12	0-4	6
2015	13	0-4	64
2015	14	0-4	33
2015	15	0-4	36
2015	16	0-4	46
2015	17	0-4	39
2015	18	0-4	79
2015	19	0-4	113
2015	20	0-4	84
2015	21	0-4	53
2015	22	0-4	20
2015	23	0-4	81
2015	24	0-4	51
2015	25	0-4	72
2015	26	0-4	96
2015	27	0-4	67
2015	28	0-4	25
2015	29	0-4	21
2015	30	0-4	21
2015	31	0-4	93
2015	32	0-4	53
2015	33	0-4	46
2015	34	0-4	10
2015	35	0-4	55
2015	36	0-4	14
2015	37	0-4	55
2015	38	0-4	24
2015	39	0-4	12
2015	40	0-4	10
2015	41	0-4	10
2015	42	0-4	2
2015	43	0-4	42
2015	44	0-4	40
2015	45	0-4	40
2015	46	0-4	31
2015	47	0-4	2
2015	48	0-4	19
2015	49	0-4	11
2015	50	0-4	36
2015	51	0-4	22
2015	52	0-4	53
2015	53	0-4	25
2015	54	0-4	15
2015	55	0-4	26
2015	56	0-4	8
2015	57	0-4	39
2015	58	0-4	15
2015	59	0-4	36
2015	60	0-4	84
2015	61	0-4	46
2015	62	0-4	27
2015	63	0-4	51
2015	64	0-4	69
2015	65	0-4	45
2015	66	0-4	30
2015	67	0-4	41
2015	68	0-4	88
2015	69	0-4	61
2015	70	0-4	101
2015	71	0-4	52
2015	72	0-4	41
2015	73	0-4	51
2015	99	0-4	1
2015	1	5-9	149
2015	2	5-9	35
2015	3	5-9	15
2015	4	5-9	41
2015	5	5-9	56
2015	6	5-9	62
2015	7	5-9	67
2015	8	5-9	68
2015	9	5-9	75
2015	10	5-9	57
2015	11	5-9	66
2015	12	5-9	5
2015	13	5-9	52
2015	14	5-9	15
2015	15	5-9	34
2015	16	5-9	32
2015	17	5-9	46
2015	18	5-9	76
2015	19	5-9	62
2015	20	5-9	34
2015	21	5-9	62
2015	22	5-9	14
2015	23	5-9	70
2015	24	5-9	47
2015	25	5-9	51
2015	26	5-9	101
2015	27	5-9	49
2015	28	5-9	20
2015	29	5-9	16
2015	30	5-9	7
2015	31	5-9	76
2015	32	5-9	45
2015	33	5-9	41
2015	34	5-9	12
2015	35	5-9	47
2015	36	5-9	6
2015	37	5-9	42
2015	38	5-9	9
2015	39	5-9	4
2015	40	5-9	9
2015	41	5-9	6
2015	42	5-9	0
2015	43	5-9	36
2015	44	5-9	34
2015	45	5-9	29
2015	46	5-9	35
2015	47	5-9	1
2015	48	5-9	15
2015	49	5-9	7
2015	50	5-9	38
2015	51	5-9	26
2015	52	5-9	39
2015	53	5-9	16
2015	54	5-9	13
2015	55	5-9	26
2015	56	5-9	4
2015	57	5-9	39
2015	58	5-9	9
2015	59	5-9	23
2015	60	5-9	73
2015	61	5-9	40
2015	62	5-9	14
2015	63	5-9	34
2015	64	5-9	45
2015	65	5-9	36
2015	66	5-9	24
2015	67	5-9	18
2015	68	5-9	52
2015	69	5-9	28
2015	70	5-9	71
2015	71	5-9	31
2015	72	5-9	26
2015	73	5-9	60
2015	99	5-9	0
2015	1	10-14	94
2015	2	10-14	28
2015	3	10-14	18
2015	4	10-14	33
2015	5	10-14	42
2015	6	10-14	71
2015	7	10-14	60
2015	8	10-14	61
2015	9	10-14	91
2015	10	10-14	47
2015	11	10-14	70
2015	12	10-14	4
2015	13	10-14	70
2015	14	10-14	21
2015	15	10-14	37
2015	16	10-14	33
2015	17	10-14	49
2015	18	10-14	84
2015	19	10-14	63
2015	20	10-14	39
2015	21	10-14	50
2015	22	10-14	13
2015	23	10-14	87
2015	24	10-14	38
2015	25	10-14	45
2015	26	10-14	104
2015	27	10-14	49
2015	28	10-14	20
2015	29	10-14	15
2015	30	10-14	16
2015	31	10-14	52
2015	32	10-14	32
2015	33	10-14	29
2015	34	10-14	8
2015	35	10-14	59
2015	36	10-14	11
2015	37	10-14	30
2015	38	10-14	16
2015	39	10-14	8
2015	40	10-14	4
2015	41	10-14	9
2015	42	10-14	0
2015	43	10-14	44
2015	44	10-14	41
2015	45	10-14	27
2015	46	10-14	28
2015	47	10-14	4
2015	48	10-14	18
2015	49	10-14	9
2015	50	10-14	38
2015	51	10-14	20
2015	52	10-14	45
2015	53	10-14	16
2015	54	10-14	5
2015	55	10-14	28
2015	56	10-14	4
2015	57	10-14	30
2015	58	10-14	2
2015	59	10-14	20
2015	60	10-14	50
2015	61	10-14	34
2015	62	10-14	19
2015	63	10-14	28
2015	64	10-14	43
2015	65	10-14	37
2015	66	10-14	13
2015	67	10-14	11
2015	68	10-14	50
2015	69	10-14	20
2015	70	10-14	68
2015	71	10-14	39
2015	72	10-14	35
2015	73	10-14	54
2015	99	10-14	0
2015	1	15-19	232
2015	2	15-19	77
2015	3	15-19	44
2015	4	15-19	93
2015	5	15-19	66
2015	6	15-19	93
2015	7	15-19	96
2015	8	15-19	109
2015	9	15-19	105
2015	10	15-19	82
2015	11	15-19	125
2015	12	15-19	2
2015	13	15-19	87
2015	14	15-19	32
2015	15	15-19	45
2015	16	15-19	28
2015	17	15-19	59
2015	18	15-19	107
2015	19	15-19	88
2015	20	15-19	60
2015	21	15-19	41
2015	22	15-19	11
2015	23	15-19	71
2015	24	15-19	46
2015	25	15-19	84
2015	26	15-19	118
2015	27	15-19	73
2015	28	15-19	18
2015	29	15-19	15
2015	30	15-19	47
2015	31	15-19	94
2015	32	15-19	39
2015	33	15-19	40
2015	34	15-19	10
2015	35	15-19	65
2015	36	15-19	9
2015	37	15-19	56
2015	38	15-19	14
2015	39	15-19	12
2015	40	15-19	16
2015	41	15-19	8
2015	42	15-19	0
2015	43	15-19	64
2015	44	15-19	51
2015	45	15-19	46
2015	46	15-19	48
2015	47	15-19	0
2015	48	15-19	17
2015	49	15-19	7
2015	50	15-19	48
2015	51	15-19	31
2015	52	15-19	45
2015	53	15-19	28
2015	54	15-19	16
2015	55	15-19	31
2015	56	15-19	2
2015	57	15-19	33
2015	58	15-19	3
2015	59	15-19	38
2015	60	15-19	62
2015	61	15-19	48
2015	62	15-19	20
2015	63	15-19	50
2015	64	15-19	77
2015	65	15-19	34
2015	66	15-19	46
2015	67	15-19	11
2015	68	15-19	44
2015	69	15-19	23
2015	70	15-19	91
2015	71	15-19	41
2015	72	15-19	46
2015	73	15-19	46
2015	99	15-19	0
2015	1	20-24	752
2015	2	20-24	423
2015	3	20-24	234
2015	4	20-24	388
2015	5	20-24	266
2015	6	20-24	408
2015	7	20-24	400
2015	8	20-24	383
2015	9	20-24	454
2015	10	20-24	272
2015	11	20-24	338
2015	12	20-24	6
2015	13	20-24	126
2015	14	20-24	93
2015	15	20-24	132
2015	16	20-24	98
2015	17	20-24	194
2015	18	20-24	251
2015	19	20-24	189
2015	20	20-24	124
2015	21	20-24	57
2015	22	20-24	13
2015	23	20-24	80
2015	24	20-24	83
2015	25	20-24	130
2015	26	20-24	242
2015	27	20-24	137
2015	28	20-24	68
2015	29	20-24	43
2015	30	20-24	65
2015	31	20-24	437
2015	32	20-24	172
2015	33	20-24	130
2015	34	20-24	42
2015	35	20-24	170
2015	36	20-24	21
2015	37	20-24	129
2015	38	20-24	57
2015	39	20-24	36
2015	40	20-24	22
2015	41	20-24	13
2015	42	20-24	5
2015	43	20-24	89
2015	44	20-24	109
2015	45	20-24	109
2015	46	20-24	76
2015	47	20-24	2
2015	48	20-24	34
2015	49	20-24	7
2015	50	20-24	116
2015	51	20-24	81
2015	52	20-24	118
2015	53	20-24	41
2015	54	20-24	14
2015	55	20-24	82
2015	56	20-24	6
2015	57	20-24	88
2015	58	20-24	9
2015	59	20-24	55
2015	60	20-24	148
2015	61	20-24	121
2015	62	20-24	66
2015	63	20-24	97
2015	64	20-24	199
2015	65	20-24	118
2015	66	20-24	161
2015	67	20-24	35
2015	68	20-24	103
2015	69	20-24	51
2015	70	20-24	152
2015	71	20-24	85
2015	72	20-24	99
2015	73	20-24	107
2015	99	20-24	2
2015	1	25-29	1242
2015	2	25-29	580
2015	3	25-29	414
2015	4	25-29	684
2015	5	25-29	445
2015	6	25-29	803
2015	7	25-29	705
2015	8	25-29	742
2015	9	25-29	841
2015	10	25-29	520
2015	11	25-29	628
2015	12	25-29	3
2015	13	25-29	212
2015	14	25-29	184
2015	15	25-29	239
2015	16	25-29	167
2015	17	25-29	291
2015	18	25-29	528
2015	19	25-29	398
2015	20	25-29	259
2015	21	25-29	81
2015	22	25-29	25
2015	23	25-29	145
2015	24	25-29	58
2015	25	25-29	167
