Year	Neighborhood Code	Age	Immigrants
2015	26	25-29	313
2015	27	25-29	281
2015	28	25-29	134
2015	29	25-29	74
2015	30	25-29	91
2015	31	25-29	872
2015	32	25-29	377
2015	33	25-29	238
2015	34	25-29	93
2015	35	25-29	302
2015	36	25-29	29
2015	37	25-29	192
2015	38	25-29	71
2015	39	25-29	42
2015	40	25-29	38
2015	41	25-29	31
2015	42	25-29	4
2015	43	25-29	143
2015	44	25-29	147
2015	45	25-29	155
2015	46	25-29	120
2015	47	25-29	3
2015	48	25-29	64
2015	49	25-29	22
2015	50	25-29	116
2015	51	25-29	103
2015	52	25-29	175
2015	53	25-29	60
2015	54	25-29	16
2015	55	25-29	82
2015	56	25-29	11
2015	57	25-29	100
2015	58	25-29	10
2015	59	25-29	78
2015	60	25-29	281
2015	61	25-29	192
2015	62	25-29	104
2015	63	25-29	168
2015	64	25-29	408
2015	65	25-29	213
2015	66	25-29	158
2015	67	25-29	69
2015	68	25-29	285
2015	69	25-29	81
2015	70	25-29	240
2015	71	25-29	148
2015	72	25-29	167
2015	73	25-29	156
2015	99	25-29	0
2015	1	30-34	958
2015	2	30-34	347
2015	3	30-34	340
2015	4	30-34	477
2015	5	30-34	347
2015	6	30-34	585
2015	7	30-34	470
2015	8	30-34	510
2015	9	30-34	604
2015	10	30-34	428
2015	11	30-34	542
2015	12	30-34	16
2015	13	30-34	197
2015	14	30-34	119
2015	15	30-34	229
2015	16	30-34	155
2015	17	30-34	227
2015	18	30-34	432
2015	19	30-34	325
2015	20	30-34	222
2015	21	30-34	71
2015	22	30-34	29
2015	23	30-34	115
2015	24	30-34	65
2015	25	30-34	155
2015	26	30-34	325
2015	27	30-34	259
2015	28	30-34	116
2015	29	30-34	52
2015	30	30-34	92
2015	31	30-34	729
2015	32	30-34	317
2015	33	30-34	216
2015	34	30-34	53
2015	35	30-34	301
2015	36	30-34	36
2015	37	30-34	181
2015	38	30-34	68
2015	39	30-34	47
2015	40	30-34	17
2015	41	30-34	22
2015	42	30-34	6
2015	43	30-34	122
2015	44	30-34	135
2015	45	30-34	134
2015	46	30-34	99
2015	47	30-34	3
2015	48	30-34	54
2015	49	30-34	15
2015	50	30-34	126
2015	51	30-34	70
2015	52	30-34	142
2015	53	30-34	48
2015	54	30-34	11
2015	55	30-34	81
2015	56	30-34	5
2015	57	30-34	107
2015	58	30-34	15
2015	59	30-34	70
2015	60	30-34	270
2015	61	30-34	182
2015	62	30-34	88
2015	63	30-34	126
2015	64	30-34	347
2015	65	30-34	226
2015	66	30-34	147
2015	67	30-34	71
2015	68	30-34	310
2015	69	30-34	98
2015	70	30-34	213
2015	71	30-34	142
2015	72	30-34	129
2015	73	30-34	142
2015	99	30-34	1
2015	1	35-39	593
2015	2	35-39	227
2015	3	35-39	160
2015	4	35-39	300
2015	5	35-39	219
2015	6	35-39	380
2015	7	35-39	316
2015	8	35-39	277
2015	9	35-39	381
2015	10	35-39	290
2015	11	35-39	388
2015	12	35-39	6
2015	13	35-39	171
2015	14	35-39	83
2015	15	35-39	133
2015	16	35-39	129
2015	17	35-39	172
2015	18	35-39	307
2015	19	35-39	263
2015	20	35-39	142
2015	21	35-39	72
2015	22	35-39	27
2015	23	35-39	117
2015	24	35-39	74
2015	25	35-39	117
2015	26	35-39	218
2015	27	35-39	165
2015	28	35-39	81
2015	29	35-39	41
2015	30	35-39	62
2015	31	35-39	404
2015	32	35-39	214
2015	33	35-39	120
2015	34	35-39	46
2015	35	35-39	189
2015	36	35-39	29
2015	37	35-39	133
2015	38	35-39	43
2015	39	35-39	30
2015	40	35-39	28
2015	41	35-39	18
2015	42	35-39	2
2015	43	35-39	126
2015	44	35-39	105
2015	45	35-39	116
2015	46	35-39	92
2015	47	35-39	8
2015	48	35-39	43
2015	49	35-39	20
2015	50	35-39	103
2015	51	35-39	83
2015	52	35-39	128
2015	53	35-39	46
2015	54	35-39	15
2015	55	35-39	85
2015	56	35-39	9
2015	57	35-39	90
2015	58	35-39	12
2015	59	35-39	63
2015	60	35-39	239
2015	61	35-39	149
2015	62	35-39	61
2015	63	35-39	96
2015	64	35-39	218
2015	65	35-39	157
2015	66	35-39	105
2015	67	35-39	66
2015	68	35-39	228
2015	69	35-39	99
2015	70	35-39	224
2015	71	35-39	120
2015	72	35-39	98
2015	73	35-39	118
2015	99	35-39	1
2015	1	40-44	396
2015	2	40-44	147
2015	3	40-44	115
2015	4	40-44	158
2015	5	40-44	166
2015	6	40-44	220
2015	7	40-44	191
2015	8	40-44	200
2015	9	40-44	224
2015	10	40-44	175
2015	11	40-44	207
2015	12	40-44	1
2015	13	40-44	121
2015	14	40-44	46
2015	15	40-44	90
2015	16	40-44	61
2015	17	40-44	99
2015	18	40-44	190
2015	19	40-44	163
2015	20	40-44	110
2015	21	40-44	78
2015	22	40-44	23
2015	23	40-44	132
2015	24	40-44	57
2015	25	40-44	105
2015	26	40-44	180
2015	27	40-44	92
2015	28	40-44	52
2015	29	40-44	26
2015	30	40-44	32
2015	31	40-44	234
2015	32	40-44	102
2015	33	40-44	85
2015	34	40-44	25
2015	35	40-44	137
2015	36	40-44	26
2015	37	40-44	87
2015	38	40-44	29
2015	39	40-44	13
2015	40	40-44	16
2015	41	40-44	20
2015	42	40-44	4
2015	43	40-44	76
2015	44	40-44	98
2015	45	40-44	120
2015	46	40-44	70
2015	47	40-44	7
2015	48	40-44	54
2015	49	40-44	20
2015	50	40-44	60
2015	51	40-44	45
2015	52	40-44	76
2015	53	40-44	37
2015	54	40-44	10
2015	55	40-44	42
2015	56	40-44	4
2015	57	40-44	62
2015	58	40-44	10
2015	59	40-44	67
2015	60	40-44	166
2015	61	40-44	97
2015	62	40-44	46
2015	63	40-44	78
2015	64	40-44	154
2015	65	40-44	95
2015	66	40-44	68
2015	67	40-44	53
2015	68	40-44	156
2015	69	40-44	78
2015	70	40-44	138
2015	71	40-44	94
2015	72	40-44	77
2015	73	40-44	101
2015	99	40-44	1
2015	1	45-49	280
2015	2	45-49	96
2015	3	45-49	66
2015	4	45-49	105
2015	5	45-49	94
2015	6	45-49	141
2015	7	45-49	139
2015	8	45-49	140
2015	9	45-49	161
2015	10	45-49	91
2015	11	45-49	144
2015	12	45-49	3
2015	13	45-49	73
2015	14	45-49	27
2015	15	45-49	62
2015	16	45-49	46
2015	17	45-49	80
2015	18	45-49	156
2015	19	45-49	114
2015	20	45-49	55
2015	21	45-49	52
2015	22	45-49	28
2015	23	45-49	95
2015	24	45-49	65
2015	25	45-49	74
2015	26	45-49	164
2015	27	45-49	72
2015	28	45-49	31
2015	29	45-49	17
2015	30	45-49	32
2015	31	45-49	141
2015	32	45-49	55
2015	33	45-49	62
2015	34	45-49	22
2015	35	45-49	92
2015	36	45-49	13
2015	37	45-49	63
2015	38	45-49	22
2015	39	45-49	19
2015	40	45-49	17
2015	41	45-49	13
2015	42	45-49	2
2015	43	45-49	69
2015	44	45-49	66
2015	45	45-49	70
2015	46	45-49	53
2015	47	45-49	5
2015	48	45-49	24
2015	49	45-49	11
2015	50	45-49	45
2015	51	45-49	27
2015	52	45-49	75
2015	53	45-49	19
2015	54	45-49	6
2015	55	45-49	41
2015	56	45-49	4
2015	57	45-49	35
2015	58	45-49	3
2015	59	45-49	37
2015	60	45-49	117
2015	61	45-49	71
2015	62	45-49	42
2015	63	45-49	60
2015	64	45-49	98
2015	65	45-49	81
2015	66	45-49	38
2015	67	45-49	37
2015	68	45-49	89
2015	69	45-49	36
2015	70	45-49	103
2015	71	45-49	52
2015	72	45-49	53
2015	73	45-49	63
2015	99	45-49	0
2015	1	50-54	162
2015	2	50-54	60
2015	3	50-54	38
2015	4	50-54	71
2015	5	50-54	71
2015	6	50-54	118
2015	7	50-54	114
2015	8	50-54	116
2015	9	50-54	128
2015	10	50-54	76
2015	11	50-54	91
2015	12	50-54	4
2015	13	50-54	60
2015	14	50-54	31
2015	15	50-54	35
2015	16	50-54	38
2015	17	50-54	70
2015	18	50-54	87
2015	19	50-54	89
2015	20	50-54	52
2015	21	50-54	53
2015	22	50-54	10
2015	23	50-54	57
2015	24	50-54	37
2015	25	50-54	64
2015	26	50-54	111
2015	27	50-54	71
2015	28	50-54	24
2015	29	50-54	12
2015	30	50-54	15
2015	31	50-54	104
2015	32	50-54	59
2015	33	50-54	53
2015	34	50-54	19
2015	35	50-54	63
2015	36	50-54	7
2015	37	50-54	64
2015	38	50-54	21
2015	39	50-54	12
2015	40	50-54	11
2015	41	50-54	12
2015	42	50-54	2
2015	43	50-54	42
2015	44	50-54	51
2015	45	50-54	51
2015	46	50-54	36
2015	47	50-54	1
2015	48	50-54	18
2015	49	50-54	6
2015	50	50-54	34
2015	51	50-54	30
2015	52	50-54	55
2015	53	50-54	13
2015	54	50-54	6
2015	55	50-54	27
2015	56	50-54	2
2015	57	50-54	28
2015	58	50-54	5
2015	59	50-54	35
2015	60	50-54	76
2015	61	50-54	52
2015	62	50-54	22
2015	63	50-54	45
2015	64	50-54	76
2015	65	50-54	51
2015	66	50-54	30
2015	67	50-54	24
2015	68	50-54	51
2015	69	50-54	23
2015	70	50-54	55
2015	71	50-54	31
2015	72	50-54	58
2015	73	50-54	55
2015	99	50-54	0
2015	1	55-59	114
2015	2	55-59	50
2015	3	55-59	23
2015	4	55-59	50
2015	5	55-59	53
2015	6	55-59	81
2015	7	55-59	71
2015	8	55-59	71
2015	9	55-59	105
2015	10	55-59	70
2015	11	55-59	70
2015	12	55-59	2
2015	13	55-59	35
2015	14	55-59	17
2015	15	55-59	25
2015	16	55-59	26
2015	17	55-59	41
2015	18	55-59	61
2015	19	55-59	60
2015	20	55-59	36
2015	21	55-59	21
2015	22	55-59	7
2015	23	55-59	38
2015	24	55-59	17
2015	25	55-59	42
2015	26	55-59	81
2015	27	55-59	43
2015	28	55-59	22
2015	29	55-59	11
2015	30	55-59	19
2015	31	55-59	73
2015	32	55-59	46
2015	33	55-59	40
2015	34	55-59	22
2015	35	55-59	61
2015	36	55-59	4
2015	37	55-59	37
2015	38	55-59	10
2015	39	55-59	8
2015	40	55-59	12
2015	41	55-59	4
2015	42	55-59	1
2015	43	55-59	44
2015	44	55-59	49
2015	45	55-59	34
2015	46	55-59	22
2015	47	55-59	4
2015	48	55-59	19
2015	49	55-59	5
2015	50	55-59	21
2015	51	55-59	19
2015	52	55-59	37
2015	53	55-59	16
2015	54	55-59	6
2015	55	55-59	16
2015	56	55-59	1
2015	57	55-59	19
2015	58	55-59	7
2015	59	55-59	17
2015	60	55-59	64
2015	61	55-59	34
2015	62	55-59	14
2015	63	55-59	25
2015	64	55-59	51
2015	65	55-59	36
2015	66	55-59	22
2015	67	55-59	16
2015	68	55-59	48
2015	69	55-59	15
2015	70	55-59	52
2015	71	55-59	29
2015	72	55-59	36
2015	73	55-59	41
2015	99	55-59	0
2015	1	60-64	81
2015	2	60-64	33
2015	3	60-64	12
2015	4	60-64	30
2015	5	60-64	23
2015	6	60-64	49
2015	7	60-64	79
2015	8	60-64	54
2015	9	60-64	75
2015	10	60-64	39
2015	11	60-64	56
2015	12	60-64	2
2015	13	60-64	32
2015	14	60-64	19
2015	15	60-64	17
2015	16	60-64	25
2015	17	60-64	35
2015	18	60-64	46
2015	19	60-64	40
2015	20	60-64	32
2015	21	60-64	13
2015	22	60-64	4
2015	23	60-64	26
2015	24	60-64	15
2015	25	60-64	27
2015	26	60-64	63
2015	27	60-64	36
2015	28	60-64	14
2015	29	60-64	7
2015	30	60-64	11
2015	31	60-64	63
2015	32	60-64	40
2015	33	60-64	32
2015	34	60-64	11
2015	35	60-64	32
2015	36	60-64	5
2015	37	60-64	35
2015	38	60-64	6
2015	39	60-64	7
2015	40	60-64	5
2015	41	60-64	7
2015	42	60-64	0
2015	43	60-64	26
2015	44	60-64	21
2015	45	60-64	24
2015	46	60-64	19
2015	47	60-64	0
2015	48	60-64	14
2015	49	60-64	6
2015	50	60-64	19
2015	51	60-64	15
2015	52	60-64	17
2015	53	60-64	6
2015	54	60-64	4
2015	55	60-64	17
2015	56	60-64	1
2015	57	60-64	8
2015	58	60-64	6
2015	59	60-64	12
2015	60	60-64	50
2015	61	60-64	35
2015	62	60-64	11
2015	63	60-64	25
2015	64	60-64	49
2015	65	60-64	32
2015	66	60-64	15
2015	67	60-64	10
2015	68	60-64	34
2015	69	60-64	19
2015	70	60-64	18
2015	71	60-64	22
2015	72	60-64	29
2015	73	60-64	31
2015	99	60-64	0
2015	1	65-69	51
2015	2	65-69	16
2015	3	65-69	19
2015	4	65-69	20
2015	5	65-69	30
2015	6	65-69	57
2015	7	65-69	60
2015	8	65-69	42
2015	9	65-69	71
2015	10	65-69	28
2015	11	65-69	20
2015	12	65-69	0
2015	13	65-69	26
2015	14	65-69	7
2015	15	65-69	22
2015	16	65-69	17
2015	17	65-69	24
2015	18	65-69	35
2015	19	65-69	55
2015	20	65-69	23
2015	21	65-69	15
2015	22	65-69	0
2015	23	65-69	22
2015	24	65-69	15
2015	25	65-69	18
2015	26	65-69	47
2015	27	65-69	21
2015	28	65-69	17
2015	29	65-69	5
2015	30	65-69	19
2015	31	65-69	51
2015	32	65-69	21
2015	33	65-69	23
2015	34	65-69	9
2015	35	65-69	30
2015	36	65-69	8
2015	37	65-69	16
2015	38	65-69	9
2015	39	65-69	4
2015	40	65-69	2
2015	41	65-69	3
2015	42	65-69	0
2015	43	65-69	8
2015	44	65-69	11
2015	45	65-69	12
2015	46	65-69	11
2015	47	65-69	1
2015	48	65-69	11
2015	49	65-69	7
2015	50	65-69	12
2015	51	65-69	5
2015	52	65-69	15
2015	53	65-69	4
2015	54	65-69	0
2015	55	65-69	6
2015	56	65-69	1
2015	57	65-69	6
2015	58	65-69	1
2015	59	65-69	8
2015	60	65-69	30
2015	61	65-69	26
2015	62	65-69	10
2015	63	65-69	13
2015	64	65-69	40
2015	65	65-69	26
2015	66	65-69	12
2015	67	65-69	10
2015	68	65-69	25
2015	69	65-69	14
2015	70	65-69	11
2015	71	65-69	20
2015	72	65-69	26
2015	73	65-69	25
2015	99	65-69	0
2015	1	70-74	32
2015	2	70-74	13
2015	3	70-74	8
2015	4	70-74	17
2015	5	70-74	17
2015	6	70-74	33
2015	7	70-74	39
2015	8	70-74	24
2015	9	70-74	39
2015	10	70-74	12
2015	11	70-74	20
2015	12	70-74	0
2015	13	70-74	13
2015	14	70-74	11
2015	15	70-74	14
2015	16	70-74	11
2015	17	70-74	15
2015	18	70-74	13
2015	19	70-74	33
2015	20	70-74	24
2015	21	70-74	11
2015	22	70-74	0
2015	23	70-74	10
2015	24	70-74	9
2015	25	70-74	21
2015	26	70-74	38
2015	27	70-74	21
2015	28	70-74	10
2015	29	70-74	5
2015	30	70-74	5
2015	31	70-74	25
2015	32	70-74	25
2015	33	70-74	17
2015	34	70-74	5
2015	35	70-74	20
2015	36	70-74	3
2015	37	70-74	13
2015	38	70-74	6
2015	39	70-74	1
2015	40	70-74	4
2015	41	70-74	2
2015	42	70-74	0
2015	43	70-74	12
2015	44	70-74	7
2015	45	70-74	11
2015	46	70-74	5
2015	47	70-74	0
2015	48	70-74	14
2015	49	70-74	3
2015	50	70-74	10
2015	51	70-74	8
2015	52	70-74	7
2015	53	70-74	1
2015	54	70-74	2
2015	55	70-74	4
2015	56	70-74	0
2015	57	70-74	2
2015	58	70-74	2
2015	59	70-74	4
2015	60	70-74	31
2015	61	70-74	15
2015	62	70-74	6
2015	63	70-74	14
2015	64	70-74	31
2015	65	70-74	13
2015	66	70-74	4
2015	67	70-74	5
2015	68	70-74	14
2015	69	70-74	9
2015	70	70-74	11
2015	71	70-74	15
2015	72	70-74	11
2015	73	70-74	15
2015	99	70-74	0
2015	1	75-79	14
2015	2	75-79	10
2015	3	75-79	7
2015	4	75-79	7
2015	5	75-79	9
2015	6	75-79	20
2015	7	75-79	23
2015	8	75-79	23
2015	9	75-79	23
2015	10	75-79	12
2015	11	75-79	20
2015	12	75-79	0
2015	13	75-79	8
2015	14	75-79	7
2015	15	75-79	6
2015	16	75-79	6
2015	17	75-79	14
2015	18	75-79	14
2015	19	75-79	21
2015	20	75-79	10
2015	21	75-79	7
2015	22	75-79	3
2015	23	75-79	10
2015	24	75-79	8
2015	25	75-79	14
2015	26	75-79	31
2015	27	75-79	7
2015	28	75-79	5
2015	29	75-79	3
2015	30	75-79	4
2015	31	75-79	9
2015	32	75-79	15
2015	33	75-79	10
2015	34	75-79	5
2015	35	75-79	10
2015	36	75-79	3
2015	37	75-79	10
2015	38	75-79	9
2015	39	75-79	4
2015	40	75-79	4
2015	41	75-79	5
2015	42	75-79	0
2015	43	75-79	7
2015	44	75-79	9
2015	45	75-79	7
2015	46	75-79	3
2015	47	75-79	0
2015	48	75-79	5
2015	49	75-79	1
2015	50	75-79	10
2015	51	75-79	4
2015	52	75-79	11
2015	53	75-79	2
2015	54	75-79	1
2015	55	75-79	1
2015	56	75-79	4
2015	57	75-79	4
2015	58	75-79	1
2015	59	75-79	3
2015	60	75-79	18
2015	61	75-79	10
2015	62	75-79	6
2015	63	75-79	10
2015	64	75-79	16
2015	65	75-79	7
2015	66	75-79	2
2015	67	75-79	2
2015	68	75-79	10
2015	69	75-79	5
2015	70	75-79	3
2015	71	75-79	7
2015	72	75-79	6
2015	73	75-79	4
2015	99	75-79	0
2015	1	80-84	13
2015	2	80-84	7
2015	3	80-84	1
2015	4	80-84	9
2015	5	80-84	5
2015	6	80-84	21
2015	7	80-84	19
2015	8	80-84	20
2015	9	80-84	31
2015	10	80-84	15
2015	11	80-84	14
2015	12	80-84	0
2015	13	80-84	6
2015	14	80-84	4
2015	15	80-84	6
2015	16	80-84	6
2015	17	80-84	5
2015	18	80-84	16
2015	19	80-84	19
2015	20	80-84	16
2015	21	80-84	3
2015	22	80-84	1
2015	23	80-84	10
2015	24	80-84	5
2015	25	80-84	18
2015	26	80-84	15
2015	27	80-84	9
2015	28	80-84	2
2015	29	80-84	2
2015	30	80-84	3
2015	31	80-84	15
2015	32	80-84	14
2015	33	80-84	5
2015	34	80-84	4
2015	35	80-84	12
2015	36	80-84	2
2015	37	80-84	8
2015	38	80-84	3
2015	39	80-84	5
2015	40	80-84	2
2015	41	80-84	1
2015	42	80-84	0
2015	43	80-84	14
2015	44	80-84	15
2015	45	80-84	7
2015	46	80-84	5
2015	47	80-84	0
2015	48	80-84	3
2015	49	80-84	3
2015	50	80-84	4
2015	51	80-84	1
2015	52	80-84	9
2015	53	80-84	0
2015	54	80-84	0
2015	55	80-84	4
2015	56	80-84	3
2015	57	80-84	1
2015	58	80-84	0
2015	59	80-84	8
2015	60	80-84	26
2015	61	80-84	11
2015	62	80-84	4
2015	63	80-84	7
2015	64	80-84	13
2015	65	80-84	2
2015	66	80-84	6
2015	67	80-84	3
2015	68	80-84	9
2015	69	80-84	5
2015	70	80-84	15
2015	71	80-84	9
2015	72	80-84	11
2015	73	80-84	11
2015	99	80-84	0
2015	1	85-89	7
2015	2	85-89	2
2015	3	85-89	2
2015	4	85-89	5
2015	5	85-89	14
2015	6	85-89	15
2015	7	85-89	14
2015	8	85-89	14
2015	9	85-89	15
2015	10	85-89	7
2015	11	85-89	10
2015	12	85-89	1
2015	13	85-89	9
2015	14	85-89	9
2015	15	85-89	6
2015	16	85-89	5
2015	17	85-89	4
2015	18	85-89	17
2015	19	85-89	19
2015	20	85-89	9
2015	21	85-89	2
2015	22	85-89	3
2015	23	85-89	14
2015	24	85-89	12
2015	25	85-89	10
2015	26	85-89	9
2015	27	85-89	2
2015	28	85-89	2
2015	29	85-89	5
2015	30	85-89	6
2015	31	85-89	18
2015	32	85-89	13
2015	33	85-89	7
2015	34	85-89	3
2015	35	85-89	12
2015	36	85-89	1
2015	37	85-89	11
2015	38	85-89	3
2015	39	85-89	5
2015	40	85-89	5
2015	41	85-89	0
2015	42	85-89	0
2015	43	85-89	15
2015	44	85-89	11
2015	45	85-89	5
2015	46	85-89	5
2015	47	85-89	0
2015	48	85-89	6
2015	49	85-89	1
2015	50	85-89	3
2015	51	85-89	3
2015	52	85-89	11
2015	53	85-89	1
2015	54	85-89	1
2015	55	85-89	1
2015	56	85-89	3
2015	57	85-89	1
2015	58	85-89	0
2015	59	85-89	2
2015	60	85-89	20
2015	61	85-89	10
2015	62	85-89	4
2015	63	85-89	3
2015	64	85-89	12
2015	65	85-89	4
2015	66	85-89	5
2015	67	85-89	2
2015	68	85-89	5
2015	69	85-89	7
2015	70	85-89	4
2015	71	85-89	2
2015	72	85-89	8
2015	73	85-89	7
2015	99	85-89	0
2015	1	90-94	1
2015	2	90-94	1
2015	3	90-94	2
2015	4	90-94	0
2015	5	90-94	3
2015	6	90-94	3
2015	7	90-94	14
2015	8	90-94	7
2015	9	90-94	9
2015	10	90-94	4
2015	11	90-94	4
2015	12	90-94	0
2015	13	90-94	2
2015	14	90-94	3
2015	15	90-94	5
2015	16	90-94	9
2015	17	90-94	7
2015	18	90-94	8
2015	19	90-94	5
2015	20	90-94	6
2015	21	90-94	0
2015	22	90-94	0
2015	23	90-94	6
2015	24	90-94	6
2015	25	90-94	2
2015	26	90-94	8
2015	27	90-94	4
2015	28	90-94	2
2015	29	90-94	1
2015	30	90-94	5
2015	31	90-94	8
2015	32	90-94	2
2015	33	90-94	7
2015	34	90-94	3
2015	35	90-94	6
2015	36	90-94	2
2015	37	90-94	3
2015	38	90-94	0
2015	39	90-94	2
2015	40	90-94	0
2015	41	90-94	0
2015	42	90-94	0
2015	43	90-94	8
2015	44	90-94	5
2015	45	90-94	5
2015	46	90-94	2
2015	47	90-94	0
2015	48	90-94	3
2015	49	90-94	1
2015	50	90-94	2
2015	51	90-94	1
2015	52	90-94	3
2015	53	90-94	1
2015	54	90-94	0
2015	55	90-94	0
2015	56	90-94	1
2015	57	90-94	2
2015	58	90-94	0
2015	59	90-94	3
2015	60	90-94	6
2015	61	90-94	1
2015	62	90-94	1
2015	63	90-94	1
2015	64	90-94	1
2015	65	90-94	1
2015	66	90-94	5
2015	67	90-94	0
2015	68	90-94	3
2015	69	90-94	1
2015	70	90-94	2
2015	71	90-94	2
2015	72	90-94	2
2015	73	90-94	5
2015	99	90-94	0
2015	1	95-99	0
2015	2	95-99	1
2015	3	95-99	0
2015	4	95-99	0
2015	5	95-99	0
2015	6	95-99	4
2015	7	95-99	2
2015	8	95-99	2
2015	9	95-99	0
2015	10	95-99	3
2015	11	95-99	0
2015	12	95-99	0
2015	13	95-99	1
2015	14	95-99	0
2015	15	95-99	1
2015	16	95-99	1
2015	17	95-99	2
2015	18	95-99	1
2015	19	95-99	2
2015	20	95-99	2
2015	21	95-99	0
2015	22	95-99	0
2015	23	95-99	1
2015	24	95-99	1
2015	25	95-99	1
2015	26	95-99	4
2015	27	95-99	1
2015	28	95-99	0
2015	29	95-99	1
2015	30	95-99	1
2015	31	95-99	3
2015	32	95-99	2
2015	33	95-99	4
2015	34	95-99	0
2015	35	95-99	0
2015	36	95-99	1
2015	37	95-99	0
2015	38	95-99	0
2015	39	95-99	0
2015	40	95-99	0
2015	41	95-99	0
2015	42	95-99	0
2015	43	95-99	1
2015	44	95-99	0
2015	45	95-99	2
2015	46	95-99	0
2015	47	95-99	0
2015	48	95-99	0
2015	49	95-99	0
2015	50	95-99	1
2015	51	95-99	0
2015	52	95-99	0
2015	53	95-99	0
2015	54	95-99	0
2015	55	95-99	0
2015	56	95-99	0
2015	57	95-99	0
2015	58	95-99	0
2015	59	95-99	0
2015	60	95-99	0
2015	61	95-99	2
2015	62	95-99	1
2015	63	95-99	1
2015	64	95-99	1
2015	65	95-99	1
2015	66	95-99	0
2015	67	95-99	0
2015	68	95-99	0
2015	69	95-99	0
2015	70	95-99	1
2015	71	95-99	0
2015	72	95-99	1
2015	73	95-99	1
2015	99	95-99	0
2015	1	>=100	1
2015	2	>=100	0
2015	3	>=100	0
2015	4	>=100	0
2015	5	>=100	0
2015	6	>=100	1
2015	7	>=100	0
2015	8	>=100	0
2015	9	>=100	0
2015	10	>=100	0
2015	11	>=100	0
2015	12	>=100	0
2015	13	>=100	0
2015	14	>=100	1
2015	15	>=100	0
2015	16	>=100	0
2015	17	>=100	2
2015	18	>=100	1
2015	19	>=100	0
2015	20	>=100	1
2015	21	>=100	0
2015	22	>=100	0
2015	23	>=100	0
2015	24	>=100	0
2015	25	>=100	0
2015	26	>=100	0
2015	27	>=100	0
2015	28	>=100	0
2015	29	>=100	0
2015	30	>=100	1
2015	31	>=100	1
2015	32	>=100	0
2015	33	>=100	0
2015	34	>=100	0
2015	35	>=100	0
2015	36	>=100	0
2015	37	>=100	0
2015	38	>=100	0
2015	39	>=100	0
2015	40	>=100	0
2015	41	>=100	0
2015	42	>=100	0
2015	43	>=100	0
2015	44	>=100	0
2015	45	>=100	0
2015	46	>=100	0
2015	47	>=100	0
2015	48	>=100	0
2015	49	>=100	0
2015	50	>=100	0
2015	51	>=100	0
2015	52	>=100	0
2015	53	>=100	0
2015	54	>=100	0
2015	55	>=100	0
2015	56	>=100	0
2015	57	>=100	0
2015	58	>=100	0
2015	59	>=100	0
2015	60	>=100	0
2015	61	>=100	0
2015	62	>=100	1
2015	63	>=100	0
2015	64	>=100	0
2015	65	>=100	0
2015	66	>=100	0
2015	67	>=100	0
2015	68	>=100	0
2015	69	>=100	0
2015	70	>=100	0
2015	71	>=100	0
2015	72	>=100	0
2015	73	>=100	0
2015	99	>=100	0
